source,text,researcher,year,aggressive,hate
twitter,viado quer ver q essa porra vai dar uns 100 fv kkkkkkkkkkkkkk parei,leite et al,2020,0,0
twitter,??| nesta postagem você encontra as séries e os bls que o gawin caskey participou. você também pode utilizar as tags para encontrar as postagens: ?? #gawinlakorn_fb ?? ?? #gawinsériesbl_fb ?? (+) link,oliveira et al,2023,0,0
twitter,"gente não é feio voltar com ex, feio é vc se submeter as mesmas merdas de sempre que nunca tiveram mudanças",leite et al,2020,0,0
twitter,@user eu era bolsonarista...mas tenho q confessar q eu estive errado esse tempo todo. lula é muito melhor pra nós. muito arrependido de ter votado no bolsonaro lá atrás. a gasolina tava um absurdo e agora eu vou conseguir finalmente abastecer meu carro.,oliveira et al,2023,0,0
twitter,"@user fui dormir muda, acordei calada de tanto choque",oliveira et al,2023,0,0
twitter,"Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá",fortuna et al,2019,1,1
twitter,@user a selca que eu pedi cacete,leite et al,2020,0,0
twitter,@user senhor me manda um príncipe porque a minha vida está cheia de sapos.,leite et al,2020,0,0
twitter,"@user amizade linda e assim em todos os momentos apoiando uma outra pauriany lindo e maravilhoso
paulinha na fab",leite et al,2020,0,0
twitter,ok a jade conheceu as minas mais daora do coc não preciso de mais nada,leite et al,2020,0,0
twitter,o desgraça viu,leite et al,2020,0,0
instagram,"Ai5 é meus ovos , entrevista de qualidade de gente sem cérebro🍊🍊🍊🍊🍊🍊🍊🍊",vargas et al,2021,1,0
twitter,@user @user @user bonito gapo,oliveira et al,2023,0,0
twitter,"da educação que eu recebi em casa, homem foi feito pra mulher e vice verso...o resto é modinha !",fortuna et al,2019,1,1
instagram,"Sessão solene pela invasão da Polônia??? Que isso?!!!! 😟 Bah, que decepção.",vargas et al,2021,0,0
twitter,PARABENS SAPATÃO SDDS @user ,fortuna et al,2019,1,1
instagram,Amo você e sua família. Parabéns,vargas et al,2021,0,0
twitter,"eu sou gorda, meu cabelo não é bom, minha cara é bem feia",fortuna et al,2019,1,1
instagram,"🤮cambada de canalhas, sempre estiveram contra o Brasil e o povo brasileiro 🤮",vargas et al,2021,1,0
twitter,@user faz o l,oliveira et al,2023,1,1
twitter,chorando pq uma pessoa me chamou indiretamente de feia 🥰,leite et al,2020,0,0
twitter,@user @user sopa do macaco,leite et al,2020,0,0
twitter,quero comer lasanha com batata palha,oliveira et al,2023,0,0
twitter,caralho tenho q estudar minha fala,leite et al,2020,0,0
twitter,sinto pena dos pernanbucanos que ficaram na bahia,leite et al,2020,0,0
twitter,"@user
- primeira impressão:Mongo kkk
- nível de proximidade:3/10
- gosto de você:Yes
- considero:Meu cu
- onde conheci:wpp
- pra ser honesto:Você é mongo mesmo kkkkk

se flopar ja sabe",leite et al,2020,1,1
twitter,tbm quero ser sua putinha @user 🙋❤️😍🌈,leite et al,2020,1,0
instagram,Parabéns pela escolha para ser entrevistado,vargas et al,2021,0,0
twitter,"Rubro-negro é tão diferenciado que não fica de frescura em reconhecer e parabenizar grande contratação de outros times. Contratações como Rafinha, Filipe Luís e Daniel Alves devem ser “festejadas” por todos, por elevarem e MUITO o nível do tão criticado futebol brasileiro.",leite et al,2020,0,0
twitter,@user kkkkkkkkkk ah porra,leite et al,2020,0,0
twitter,@user perfeito porque a justiça ae favor da criminalidade em todas as esferas,oliveira et al,2023,0,0
twitter,@user @user @user @user falou bosta,oliveira et al,2023,1,0
twitter,se continuar com esses fogos vai ter show da pablo virar e os dançarinos vai ser os filhos do bolsonaro link,oliveira et al,2023,0,0
twitter,"@user cara, que tesão mal resolvido pelo bolsonaro. resolve isso amigo, freud existe para isso , numa boa...tá chato!",oliveira et al,2023,1,1
twitter,@user aí o fdp teu meme desgraçado,leite et al,2020,1,1
twitter,"@user @user a música ""tudo azul adão e eva no paraíso"" é da baby consuelo ou baby do brasil",oliveira et al,2023,0,0
twitter,"@user @user não tenho. sou mulher e não capacho. ver se aprende a respeitar. ah, quase esqueci, vc é comunista e comunista não tem respeito por ninguém.",oliveira et al,2023,1,1
twitter,@user tem conseguido graças a dizer mal do clube.,leite et al,2020,0,0
instagram,Ele falou a verdade que ninguém quer falar.. SE precisar o povo vai pedir o AI5.. fora comunistas,vargas et al,2021,0,0
twitter,@user @user eu tô falando só da vozzz afff vocês duas,leite et al,2020,0,0
twitter,"@user bolsonaro precisa ser desmoralizado diariamente. há necessidade de mostrar seus atos escusos e criminosos todos os dias para desgastar sua imagem. se o mesmo for preso sem robustez nas provas, corremos o risco de ser solto rápido demais e sair como mártir da situação.",oliveira et al,2023,0,0
twitter,n tem coisa q eu goste mais do q ouvir as pessoas sabe.. eu me interesso mesmo pelo que as pessoas falam (se for respeitoso e tiver inserido num contexto).. dai sempre depois de uma exposição social tipo rolês mil eu chego em casa e fico vagando por tudo q me foi dito,leite et al,2020,0,0
twitter,"Nos últimos treinos, Alberto Valentim manteve o goleiro Lucas Frigeri na formação titular da equipe - após a boa partida do goleiro contra a equipe do Santos apesar da derrota.

Pra você torcedor avaiano, quem deve ser o titular no gol avaiano contra o Botafogo?",leite et al,2020,0,0
twitter,"@user cuidados mínimos ambientais não matam o cidadão. só q poucos se importam.sou a favor de multas pra quem joga lixos nas ruas,esquinas, esquinas das escolas, que deixa móveis nas ruas. infelizmente há um grupo q só entende qdo dói no bolso.",oliveira et al,2023,0,0
instagram,Desgraçado😢😢😢,vargas et al,2021,1,0
twitter,@user mion ta todo mundo pedindo a laura keller na fazenda chamem elaaa,leite et al,2020,0,0
twitter,"@user @user economizando no supermercado, chris? garantiu o almoço pro mês inteiro link",oliveira et al,2023,0,0
twitter,"Betis e Juventus novos pretendentes pra Miranda. Parece compricado colocar a Juncá (nadie pica), e o lateral do Barça non vai esperar eternamente ao Celta, noivas non lle faltan.",leite et al,2020,0,0
instagram,Vamos nos unir.,vargas et al,2021,0,0
twitter,@user mathias jr,oliveira et al,2023,0,0
twitter,só quero tomar um vinhozinho com minha miga e chorar,leite et al,2020,0,0
twitter,"tavares pediu pra eu passar uma semana na casa dela porque ela tava triste vagabundo do jeito que sou e que odeia ficar em casa, é óbvio que aceitei",oliveira et al,2023,0,0
twitter,"@user aguardando nossos convites vips pra esse aniver, ton",oliveira et al,2023,0,0
twitter,@user vc sabe que aqui é casa de marimbondo kkkkk,oliveira et al,2023,0,0
twitter,eu to amando a porra do meu cabelo novo 🥰 ,leite et al,2020,0,0
twitter,a jen mostrando a linguinha af garota toxica do caralho me fazendo sofrer,leite et al,2020,1,0
twitter,boa tarde juventude vocês já assistiram o dilema das redes? é bão ou é bomba?,oliveira et al,2023,0,0
twitter,pqp minha estética dos sonhos......,leite et al,2020,0,0
twitter,estou como o thor no endgame: gordo e bêbado,leite et al,2020,0,0
instagram,Haddad presidente. Lindo inteligente educado e perfeito.,vargas et al,2021,0,0
twitter,ariele me chamou de piranha e meu pai do meu lado kkkkkkkkkkkkkkkkkkk,leite et al,2020,0,0
twitter,a monitoria do jesuitas e literalmente um esquema de piramide,oliveira et al,2023,0,0
twitter,"@user e aí imprensa cadê a retratação? narrativas e mais narrativas,contra o bolsonaro pode né? quantos fsjez news! ????????????????????????????????????????????????????????????????????????????????????",oliveira et al,2023,0,0
twitter,@user @user @user peraí marcelo mas no jornal da sua tv ontem a noite estava tacando o pau no bolsonaro e na michele dizendo horrores sobre essa reportagem fiquei revoltada o horário que eu assistir então de um jeito no teu jornalismo fingido e lacrador pra depois vir falar alguma coisa!!,oliveira et al,2023,0,0
twitter,vou fazer omad e fodasse,oliveira et al,2023,0,0
twitter,"#istoélixo

isto é não é marca de papel higiênico ? ",leite et al,2020,0,0
twitter,@user @user esperando me mandar o link oficial da fifa. kkkkkk ?? link link,oliveira et al,2023,0,0
twitter,@user @user teu cú,leite et al,2020,1,1
twitter,@user mas eu uso ios kkkk,oliveira et al,2023,0,0
twitter,aumentei o peso na abdutora e agr n consigo nem sentar ??,oliveira et al,2023,0,0
twitter,"@user @user HEI ANIMAL, SE ELE IMPLANTA-SE A PENA DE MORTE, O POVO BRASILEIRO DO BEM, IRIA SOLICITAR E EXIGIR QUE VC E SEU BANDO DE LADRÕES DA PÁTRIA, FOSSEM OS PRIMEIROS A SEREM ENFILEIRADOS NO PAREDÃO DA MORTE,  SEU BÓSTA!  ZÉ CUÉCA DO CARALHO! ",leite et al,2020,1,1
twitter,chegando do rolê 11h da manhã com o cu na mão,leite et al,2020,1,0
twitter,acabei de achar no youtube um video de como extrair ricina de semente de mamona a internet ainda respira,oliveira et al,2023,0,0
twitter,"vai fazer 2 semanas que to num stress absurdo, me segurando pra nao falar e fazer merda",oliveira et al,2023,0,0
instagram,Inimigo dos trabalhadores! Queremos Lula LIVRE JÁ,vargas et al,2021,0,0
twitter,por mim o kanal joga a série b inteira no pv. me tacar lá pro castelão pra ver o mirassol é foda,oliveira et al,2023,0,0
twitter,@user @user @user é melhor ver urubus serem derrotados no equador!,leite et al,2020,0,0
twitter,"caramba eu não tiro foto a décadas, daí vou tirar uma aqui e pqp 

bixo feio da disgrama kkkkkkkkkkkkkkkkk",leite et al,2020,1,0
instagram,Eu só digo a Sra e maior que esses idiotas fique em paz seu coraçăo é puro,vargas et al,2021,1,0
twitter,@user @user @user esses caras estão num delírio coletivo de um ansibolsonarismo psicótico. eles simplesmente não se permitem reconhecer um mérito sequer do governo bolsonaro e ficam repetindo essas narrativas idiotas para si mesmos para se convencerem de q fizeram o certo em demonizar o bozo.,oliveira et al,2023,1,1
twitter,@user vai sim mano t谩 locao,leite et al,2020,0,0
twitter,"Acabei de fuder com um peruano e foi bom demaisssss, ja estou postando os vídeos completos para os VIP’s essa noite, aqui no Twitter postarei prévias ao longo da semana!
.
Os vídeos vão estar em 

e nas pastas VIP, me mande mensagem (DM) e descubra valores! ",leite et al,2020,1,0
twitter,"RT @user A Dubai riquíssima recebe muito bem os turistas ...Tem como fé a religião muçulmana, mas não recebe refugiados.A Paris _",fortuna et al,2019,0,0
instagram,"Exatamente, apesar de ser um concurso sem o menor valor necessário para o engrandecimento da sociedade. Ter uma mulher negra, com o cabelo dela, como a mulher mais bonita do mundo. É foda pra caralho! 👏🏿",vargas et al,2021,0,0
twitter,"sou a pessoa que quando gosta de alguém quer fazer absolutamente td com essa pessoa, e isso às vezes é uma merda",leite et al,2020,0,0
twitter,@user eu vi ao vivo bc e fiquei encharcada pqp q homem gostoso da poha ,leite et al,2020,1,0
instagram,Trairas,vargas et al,2021,1,0
twitter,"@user Também vale lembrar que o presídio central há muitos anos é a BM quem está no comando, ajude a fazer com que a BM volte para o policiamento ostensivo, estão desempenhando um papel a qual não foram treinados e ainda falta PM na rua.",leite et al,2020,0,0
twitter,la casa de papél vicia mesmo rs,leite et al,2020,0,0
twitter,o look de ser de milhões! link,oliveira et al,2023,0,0
instagram,Ai joice votei em vc,vargas et al,2021,0,0
twitter,Agora vc pensa: Uma cidadã que não cuida da sua própria filha querer impor em sala de aula o que deve ser ensinado ao meu filho? Um absurdo.,fortuna et al,2019,0,0
twitter,meu pai é bem broto 😌,leite et al,2020,0,0
twitter,rt @user a minha barriga tem dia que tá assim toda linda mas tem dia que parece que to grávida de cinco meses ,leite et al,2020,0,0
twitter,@user @user ixi. parece a explicação dos pendrives,oliveira et al,2023,0,0
twitter,@user bom diaaa.??????,oliveira et al,2023,0,0
twitter,rt @user opinião: mãe perde guarda do filho por morar em favela. pobreza agora é crime? ,leite et al,2020,0,0
twitter,tipo aquela música nobody's home né. preciso ir pra um lugar mas não tem 1 lugar q eu quero ir agora pq não tem nada que me console agora,leite et al,2020,0,0
instagram,Benedita como sempre!!!!! Arrebentando!!!!👏👏👏👏,vargas et al,2021,0,0
twitter,@user @user @user é uma porra não ter cartão mano tnc,leite et al,2020,0,0
twitter,NADA É POR ACASO... ,fortuna et al,2019,0,0
instagram,#globolixo,vargas et al,2021,1,0
twitter,"sempre me boto pra baixo por causa de aparência e tal. Mas cara, eu sou legal pra caralho, ajudo todo mundo e smp tento deixar geral feliz msm que eu fique triste, evito varias brigas desnecessárias, perdoou todo mundo que vacila cmg, eu posso ser feia, mas sou maneira. ",leite et al,2020,0,0
twitter,"@user padre sendo padre só isso , não passa de um vagabundo",leite et al,2020,1,1
instagram,Já prestaram atenção que a Sra Joice anda postando bastante coisa da ex-futura amiga Janaína? Perdeu a carona do Presidente e do Doria. Será que a da Janaína será a próxima?,vargas et al,2021,0,0
twitter,"o trailer de 13rw tá do caralho, pq não tem nng falando disso????????????",leite et al,2020,0,0
twitter,não tem 1 semana que eu comprei o sofá e o lincoln já quase quebrou com esse cú de ferro 🤦,leite et al,2020,1,0
twitter,Mas o Paul G não desiste pq? Nem Angola conquistou quer conquistar América ? ,fortuna et al,2019,0,0
twitter,"esqueçam a insulina comprada pelo desgoverno,afinal o que esperar do pai do mensalão? precisamos focar nos crimes do xerife e na omissão do @user",oliveira et al,2023,1,1
twitter,"Ela é mulher para ir até o chão, rebolar, trabalhar, casar, para ser solteira independente, dona da porra toda. Ela é mulher pra ficar em casa vendo filme, para sextar com as amigas, pra fazer bem ao próximo sem querer nada em troca, enfim ela é mulher pro que quiser ser...",leite et al,2020,0,0
twitter,"@user não faz isso com você fofo, o rancor é veneno para alma. eu te amo💙 ",leite et al,2020,0,0
twitter,"@user por que esplanar essa questão do éverton pra imprensa né? isso é ""papo interno"", ninguém precisa saber. que loco burro.",leite et al,2020,0,0
twitter,itii como tá crescendo link,oliveira et al,2023,0,0
twitter,"Estado da Segurança Privada em Portugal
 
#RenovarPortugal #PNR",fortuna et al,2019,0,0
twitter,"Atenção: segundo esse ""jênio"" a violência contra a mulher no Brasil se dá pelo fato do país ser de maioria cristã, _ ",fortuna et al,2019,0,0
twitter,Por um 8 de março em que eu não sinta que estou gorda e feia porque peso mais que 60 Kg,fortuna et al,2019,1,1
twitter,dois dias para esquecer,oliveira et al,2023,0,0
twitter,"olha aonde nós chegou valeu a pena esperar
ontem era apenas sonhos hoje podemos desfrutar🤗🤑🥰",leite et al,2020,0,0
twitter,é foda que ódio,oliveira et al,2023,1,0
twitter,RT @user Foto de um casamento infantil forçado. Casamentos infantis são comuns no Oriente Médio e o islamismo apoia isso.  _,fortuna et al,2019,0,0
twitter,rt @user a perfeição meu pai ,leite et al,2020,0,0
twitter,@user ai amo amizades assim amigo ksksks,oliveira et al,2023,0,0
twitter,@user O politicamente correto está acabando com a sociedade. Mulher burra é que se sente ofendida com isto. Tenho orgulho de saber o preço.,fortuna et al,2019,1,1
twitter,"rt @user odeio querer usar minhas coisas e n estarem comigo, j谩 fico emburrada j谩馃檮",leite et al,2020,0,0
instagram,Janaína tem razão...,vargas et al,2021,0,0
twitter,fica puto nn urubuzinho os alemão também gosta de ouvir mc poze..,leite et al,2020,0,0
twitter,"mundo perfeito coxinha:
temer até 2018
eleições
bolsomito presidente",fortuna et al,2019,0,0
twitter,RT @user Rindo muito com @user KKKKKKKKKKKK vale a pena,fortuna et al,2019,0,0
twitter,"ATENÇÃO GALEROUS: 

feira de adoção de doguinhos e gatinhos (os gatinhos chegam já já) 

endereço: Al Campinas 940, pertinho da paulista ❤️ to aq esperando a ong trazer os gatinhos ",leite et al,2020,0,0
